polybagDataId,ownedPolybag,dayAfterPlanted,ec,n,p,k,ph,createdAt,updatedAt
1974,5,79,2.347344327167259,20.5,10.25,28.75,5.7,2024-03-19 12:00:00,2024-03-19 12:00:00
1975,5,79,3.3997843806103214,23.5,11.75,31.25,5.5,2024-03-19 16:00:00,2024-03-19 16:00:00
1976,1,80,2.5892073386958683,11.5,5.75,21.25,5.5,2024-03-20 00:00:00,2024-03-20 00:00:00
1977,1,80,3.297680956210143,14.5,7.25,23.75,5.7,2024-03-20 04:00:00,2024-03-20 04:00:00
1978,1,80,2.647000009250206,17.5,8.75,26.25,5.5,2024-03-20 08:00:00,2024-03-20 08:00:00
1979,1,80,2.2865937917513803,20.5,10.25,28.75,5.7,2024-03-20 12:00:00,2024-03-20 12:00:00
1980,1,80,3.0337140461518617,23.5,11.75,31.25,5.5,2024-03-20 16:00:00,2024-03-20 16:00:00
1981,2,80,3.104134763387747,11.5,5.75,21.25,5.5,2024-03-20 00:00:00,2024-03-20 00:00:00
1982,2,80,2.375913914160444,14.5,7.25,23.75,5.7,2024-03-20 04:00:00,2024-03-20 04:00:00
1983,2,80,3.176741669956322,17.5,8.75,26.25,5.5,2024-03-20 08:00:00,2024-03-20 08:00:00
1984,2,80,2.404130360955739,20.5,10.25,28.75,5.7,2024-03-20 12:00:00,2024-03-20 12:00:00
1985,2,80,3.0454949684023056,23.5,11.75,31.25,5.5,2024-03-20 16:00:00,2024-03-20 16:00:00
1986,3,80,3.1643796438391494,11.5,5.75,21.25,5.5,2024-03-20 00:00:00,2024-03-20 00:00:00
1987,3,80,2.5034929127905636,14.5,7.25,23.75,5.7,2024-03-20 04:00:00,2024-03-20 04:00:00
1988,3,80,2.099159987896716,17.5,8.75,26.25,5.5,2024-03-20 08:00:00,2024-03-20 08:00:00
1989,3,80,2.275127449047606,20.5,10.25,28.75,5.7,2024-03-20 12:00:00,2024-03-20 12:00:00
1990,3,80,2.8647727503448843,23.5,11.75,31.25,5.5,2024-03-20 16:00:00,2024-03-20 16:00:00
1991,4,80,2.7236986419748077,11.5,5.75,21.25,5.5,2024-03-20 00:00:00,2024-03-20 00:00:00
1992,4,80,2.8548348137730093,14.5,7.25,23.75,5.7,2024-03-20 04:00:00,2024-03-20 04:00:00
1993,4,80,2.7530419156242965,17.5,8.75,26.25,5.5,2024-03-20 08:00:00,2024-03-20 08:00:00
1994,4,80,3.0102140417550576,20.5,10.25,28.75,5.7,2024-03-20 12:00:00,2024-03-20 12:00:00
1995,4,80,2.4210514252197486,23.5,11.75,31.25,5.5,2024-03-20 16:00:00,2024-03-20 16:00:00
1996,5,80,2.254079827304921,11.5,5.75,21.25,5.5,2024-03-20 00:00:00,2024-03-20 00:00:00
1997,5,80,3.0286682979467203,14.5,7.25,23.75,5.7,2024-03-20 04:00:00,2024-03-20 04:00:00
1998,5,80,2.929719002543938,17.5,8.75,26.25,5.5,2024-03-20 08:00:00,2024-03-20 08:00:00
1999,5,80,3.4717235838675347,20.5,10.25,28.75,5.7,2024-03-20 12:00:00,2024-03-20 12:00:00
2000,5,80,2.598356969815107,23.5,11.75,31.25,5.5,2024-03-20 16:00:00,2024-03-20 16:00:00
2001,1,81,2.2001439291457987,11.5,5.75,21.25,5.5,2024-03-21 00:00:00,2024-03-21 00:00:00
2002,1,81,2.3734968556089493,14.5,7.25,23.75,5.7,2024-03-21 04:00:00,2024-03-21 04:00:00
2003,1,81,3.2685478366997325,17.5,8.75,26.25,5.5,2024-03-21 08:00:00,2024-03-21 08:00:00
2004,1,81,2.8283425679794227,20.5,10.25,28.75,5.7,2024-03-21 12:00:00,2024-03-21 12:00:00
2005,1,81,2.658422611808888,23.5,11.75,31.25,5.5,2024-03-21 16:00:00,2024-03-21 16:00:00
2006,2,81,2.280207279496905,11.5,5.75,21.25,5.5,2024-03-21 00:00:00,2024-03-21 00:00:00
2007,2,81,2.0876895836381886,14.5,7.25,23.75,5.7,2024-03-21 04:00:00,2024-03-21 04:00:00
2008,2,81,2.7479310290879857,17.5,8.75,26.25,5.5,2024-03-21 08:00:00,2024-03-21 08:00:00
2009,2,81,3.164758145924761,20.5,10.25,28.75,5.7,2024-03-21 12:00:00,2024-03-21 12:00:00
2010,2,81,2.176085379672874,23.5,11.75,31.25,5.5,2024-03-21 16:00:00,2024-03-21 16:00:00
2011,3,81,2.641981911926691,11.5,5.75,21.25,5.5,2024-03-21 00:00:00,2024-03-21 00:00:00
2012,3,81,2.7233599757152396,14.5,7.25,23.75,5.7,2024-03-21 04:00:00,2024-03-21 04:00:00
2013,3,81,2.8087105362640195,17.5,8.75,26.25,5.5,2024-03-21 08:00:00,2024-03-21 08:00:00
2014,3,81,3.125225322652226,20.5,10.25,28.75,5.7,2024-03-21 12:00:00,2024-03-21 12:00:00
2015,3,81,2.732691603674684,23.5,11.75,31.25,5.5,2024-03-21 16:00:00,2024-03-21 16:00:00
2016,4,81,3.1119484541581754,11.5,5.75,21.25,5.5,2024-03-21 00:00:00,2024-03-21 00:00:00
2017,4,81,2.226707772518828,14.5,7.25,23.75,5.7,2024-03-21 04:00:00,2024-03-21 04:00:00
2018,4,81,2.206004579442598,17.5,8.75,26.25,5.5,2024-03-21 08:00:00,2024-03-21 08:00:00
2019,4,81,2.1726902583537373,20.5,10.25,28.75,5.7,2024-03-21 12:00:00,2024-03-21 12:00:00
2020,4,81,2.762472587967014,23.5,11.75,31.25,5.5,2024-03-21 16:00:00,2024-03-21 16:00:00
2021,5,81,2.3674473028139076,11.5,5.75,21.25,5.5,2024-03-21 00:00:00,2024-03-21 00:00:00
2022,5,81,2.102631422945966,14.5,7.25,23.75,5.7,2024-03-21 04:00:00,2024-03-21 04:00:00
2023,5,81,2.0957054224960325,17.5,8.75,26.25,5.5,2024-03-21 08:00:00,2024-03-21 08:00:00
2024,5,81,3.4401088788254532,20.5,10.25,28.75,5.7,2024-03-21 12:00:00,2024-03-21 12:00:00
2025,5,81,3.3962943572456723,23.5,11.75,31.25,5.5,2024-03-21 16:00:00,2024-03-21 16:00:00
2026,1,82,3.030539693429408,11.5,5.75,21.25,5.5,2024-03-22 00:00:00,2024-03-22 00:00:00
2027,1,82,2.5325466920702544,14.5,7.25,23.75,5.7,2024-03-22 04:00:00,2024-03-22 04:00:00
2028,1,82,2.032516393142742,17.5,8.75,26.25,5.5,2024-03-22 08:00:00,2024-03-22 08:00:00
2029,1,82,2.072722447831644,20.5,10.25,28.75,5.7,2024-03-22 12:00:00,2024-03-22 12:00:00
2030,1,82,2.933337901474118,23.5,11.75,31.25,5.5,2024-03-22 16:00:00,2024-03-22 16:00:00
2031,2,82,2.683295615217249,11.5,5.75,21.25,5.5,2024-03-22 00:00:00,2024-03-22 00:00:00
2032,2,82,3.2064731255905126,14.5,7.25,23.75,5.7,2024-03-22 04:00:00,2024-03-22 04:00:00
2033,2,82,2.1654173806616983,17.5,8.75,26.25,5.5,2024-03-22 08:00:00,2024-03-22 08:00:00
2034,2,82,2.232346663047306,20.5,10.25,28.75,5.7,2024-03-22 12:00:00,2024-03-22 12:00:00
2035,2,82,2.5946735245897257,23.5,11.75,31.25,5.5,2024-03-22 16:00:00,2024-03-22 16:00:00
2036,3,82,3.320523322575171,11.5,5.75,21.25,5.5,2024-03-22 00:00:00,2024-03-22 00:00:00
2037,3,82,2.0544298370968845,14.5,7.25,23.75,5.7,2024-03-22 04:00:00,2024-03-22 04:00:00
2038,3,82,2.862292820500322,17.5,8.75,26.25,5.5,2024-03-22 08:00:00,2024-03-22 08:00:00
2039,3,82,3.290635570649777,20.5,10.25,28.75,5.7,2024-03-22 12:00:00,2024-03-22 12:00:00
2040,3,82,2.1808118500579323,23.5,11.75,31.25,5.5,2024-03-22 16:00:00,2024-03-22 16:00:00
2041,4,82,3.0206149504090227,11.5,5.75,21.25,5.5,2024-03-22 00:00:00,2024-03-22 00:00:00
2042,4,82,3.491933665429207,14.5,7.25,23.75,5.7,2024-03-22 04:00:00,2024-03-22 04:00:00
2043,4,82,2.1396047358169317,17.5,8.75,26.25,5.5,2024-03-22 08:00:00,2024-03-22 08:00:00
2044,4,82,3.4719114905272948,20.5,10.25,28.75,5.7,2024-03-22 12:00:00,2024-03-22 12:00:00
2045,4,82,3.389678425064595,23.5,11.75,31.25,5.5,2024-03-22 16:00:00,2024-03-22 16:00:00
2046,5,82,2.6583929835072917,11.5,5.75,21.25,5.5,2024-03-22 00:00:00,2024-03-22 00:00:00
2047,5,82,2.1493274687845685,14.5,7.25,23.75,5.7,2024-03-22 04:00:00,2024-03-22 04:00:00
2048,5,82,2.404701972851057,17.5,8.75,26.25,5.5,2024-03-22 08:00:00,2024-03-22 08:00:00
2049,5,82,3.3583700275434767,20.5,10.25,28.75,5.7,2024-03-22 12:00:00,2024-03-22 12:00:00
2050,5,82,3.4883430107641904,23.5,11.75,31.25,5.5,2024-03-22 16:00:00,2024-03-22 16:00:00
2051,1,83,3.1054132173503253,11.5,5.75,21.25,5.5,2024-03-23 00:00:00,2024-03-23 00:00:00
2052,1,83,2.9443618980084185,14.5,7.25,23.75,5.7,2024-03-23 04:00:00,2024-03-23 04:00:00
2053,1,83,2.2980776279325834,17.5,8.75,26.25,5.5,2024-03-23 08:00:00,2024-03-23 08:00:00
2054,1,83,2.455097964647263,20.5,10.25,28.75,5.7,2024-03-23 12:00:00,2024-03-23 12:00:00
2055,1,83,3.2560261324560633,23.5,11.75,31.25,5.5,2024-03-23 16:00:00,2024-03-23 16:00:00
2056,2,83,3.2660707813092236,11.5,5.75,21.25,5.5,2024-03-23 00:00:00,2024-03-23 00:00:00
2057,2,83,3.473702489915391,14.5,7.25,23.75,5.7,2024-03-23 04:00:00,2024-03-23 04:00:00
2058,2,83,3.094679380388982,17.5,8.75,26.25,5.5,2024-03-23 08:00:00,2024-03-23 08:00:00
2059,2,83,2.6893158764281773,20.5,10.25,28.75,5.7,2024-03-23 12:00:00,2024-03-23 12:00:00
2060,2,83,2.5297126786363693,23.5,11.75,31.25,5.5,2024-03-23 16:00:00,2024-03-23 16:00:00
2061,3,83,3.070700799347534,11.5,5.75,21.25,5.5,2024-03-23 00:00:00,2024-03-23 00:00:00
2062,3,83,2.0223042662122057,14.5,7.25,23.75,5.7,2024-03-23 04:00:00,2024-03-23 04:00:00
2063,3,83,2.9564152980260627,17.5,8.75,26.25,5.5,2024-03-23 08:00:00,2024-03-23 08:00:00
2064,3,83,3.026009208117998,20.5,10.25,28.75,5.7,2024-03-23 12:00:00,2024-03-23 12:00:00
2065,3,83,2.277618575540641,23.5,11.75,31.25,5.5,2024-03-23 16:00:00,2024-03-23 16:00:00
2066,4,83,3.02955683650545,11.5,5.75,21.25,5.5,2024-03-23 00:00:00,2024-03-23 00:00:00
2067,4,83,2.451301216195752,14.5,7.25,23.75,5.7,2024-03-23 04:00:00,2024-03-23 04:00:00
2068,4,83,3.0907964434905923,17.5,8.75,26.25,5.5,2024-03-23 08:00:00,2024-03-23 08:00:00
2069,4,83,2.8159634957772903,20.5,10.25,28.75,5.7,2024-03-23 12:00:00,2024-03-23 12:00:00
2070,4,83,3.472111131250511,23.5,11.75,31.25,5.5,2024-03-23 16:00:00,2024-03-23 16:00:00
2071,5,83,3.2335949100672647,11.5,5.75,21.25,5.5,2024-03-23 00:00:00,2024-03-23 00:00:00
2072,5,83,3.007531740649905,14.5,7.25,23.75,5.7,2024-03-23 04:00:00,2024-03-23 04:00:00
2073,5,83,3.0329980334585844,17.5,8.75,26.25,5.5,2024-03-23 08:00:00,2024-03-23 08:00:00
2074,5,83,3.315392604601532,20.5,10.25,28.75,5.7,2024-03-23 12:00:00,2024-03-23 12:00:00
2075,5,83,3.310973220728321,23.5,11.75,31.25,5.5,2024-03-23 16:00:00,2024-03-23 16:00:00
2076,1,84,2.298219697101973,11.5,5.75,21.25,5.5,2024-03-24 00:00:00,2024-03-24 00:00:00
2077,1,84,2.8752689601523373,14.5,7.25,23.75,5.7,2024-03-24 04:00:00,2024-03-24 04:00:00
2078,1,84,2.7554054512705513,17.5,8.75,26.25,5.5,2024-03-24 08:00:00,2024-03-24 08:00:00
2079,1,84,2.479017804023295,20.5,10.25,28.75,5.7,2024-03-24 12:00:00,2024-03-24 12:00:00
2080,1,84,2.7907515781933077,23.5,11.75,31.25,5.5,2024-03-24 16:00:00,2024-03-24 16:00:00
2081,2,84,2.440608840206464,11.5,5.75,21.25,5.5,2024-03-24 00:00:00,2024-03-24 00:00:00
2082,2,84,3.0861200321214723,14.5,7.25,23.75,5.7,2024-03-24 04:00:00,2024-03-24 04:00:00
2083,2,84,2.46188725403651,17.5,8.75,26.25,5.5,2024-03-24 08:00:00,2024-03-24 08:00:00
2084,2,84,2.602845847653088,20.5,10.25,28.75,5.7,2024-03-24 12:00:00,2024-03-24 12:00:00
2085,2,84,2.6183064609310445,23.5,11.75,31.25,5.5,2024-03-24 16:00:00,2024-03-24 16:00:00
2086,3,84,2.4070144741610484,11.5,5.75,21.25,5.5,2024-03-24 00:00:00,2024-03-24 00:00:00
2087,3,84,2.4922469593157284,14.5,7.25,23.75,5.7,2024-03-24 04:00:00,2024-03-24 04:00:00
2088,3,84,2.7095538127782763,17.5,8.75,26.25,5.5,2024-03-24 08:00:00,2024-03-24 08:00:00
2089,3,84,2.719102028143551,20.5,10.25,28.75,5.7,2024-03-24 12:00:00,2024-03-24 12:00:00
2090,3,84,3.281898659569068,23.5,11.75,31.25,5.5,2024-03-24 16:00:00,2024-03-24 16:00:00
2091,4,84,2.985501120843496,11.5,5.75,21.25,5.5,2024-03-24 00:00:00,2024-03-24 00:00:00
2092,4,84,3.416699702127927,14.5,7.25,23.75,5.7,2024-03-24 04:00:00,2024-03-24 04:00:00
2093,4,84,3.296602729332218,17.5,8.75,26.25,5.5,2024-03-24 08:00:00,2024-03-24 08:00:00
2094,4,84,2.1556053894883114,20.5,10.25,28.75,5.7,2024-03-24 12:00:00,2024-03-24 12:00:00
2095,4,84,2.442121114646924,23.5,11.75,31.25,5.5,2024-03-24 16:00:00,2024-03-24 16:00:00
2096,5,84,3.4967135388262696,11.5,5.75,21.25,5.5,2024-03-24 00:00:00,2024-03-24 00:00:00
2097,5,84,3.4572464384112003,14.5,7.25,23.75,5.7,2024-03-24 04:00:00,2024-03-24 04:00:00
2098,5,84,2.1510224695246736,17.5,8.75,26.25,5.5,2024-03-24 08:00:00,2024-03-24 08:00:00
2099,5,84,3.1460546263484988,20.5,10.25,28.75,5.7,2024-03-24 12:00:00,2024-03-24 12:00:00
2100,5,84,2.5089118680162343,23.5,11.75,31.25,5.5,2024-03-24 16:00:00,2024-03-24 16:00:00
2101,1,85,3.1194283535475966,11.5,5.75,21.25,5.5,2024-03-25 00:00:00,2024-03-25 00:00:00
2102,1,85,3.312060990897055,14.5,7.25,23.75,5.7,2024-03-25 04:00:00,2024-03-25 04:00:00
2103,1,85,2.4626091518806343,17.5,8.75,26.25,5.5,2024-03-25 08:00:00,2024-03-25 08:00:00
2104,1,85,2.249610645372582,20.5,10.25,28.75,5.7,2024-03-25 12:00:00,2024-03-25 12:00:00
2105,1,85,3.404729034668548,23.5,11.75,31.25,5.5,2024-03-25 16:00:00,2024-03-25 16:00:00
2106,2,85,2.987918731635772,11.5,5.75,21.25,5.5,2024-03-25 00:00:00,2024-03-25 00:00:00
2107,2,85,2.2808880305933603,14.5,7.25,23.75,5.7,2024-03-25 04:00:00,2024-03-25 04:00:00
2108,2,85,2.129947738750044,17.5,8.75,26.25,5.5,2024-03-25 08:00:00,2024-03-25 08:00:00
2109,2,85,2.7172790922780328,20.5,10.25,28.75,5.7,2024-03-25 12:00:00,2024-03-25 12:00:00
2110,2,85,3.104076838207351,23.5,11.75,31.25,5.5,2024-03-25 16:00:00,2024-03-25 16:00:00
2111,3,85,2.781599538564581,11.5,5.75,21.25,5.5,2024-03-25 00:00:00,2024-03-25 00:00:00
2112,3,85,3.063884243056422,14.5,7.25,23.75,5.7,2024-03-25 04:00:00,2024-03-25 04:00:00
2113,3,85,3.0433010419992743,17.5,8.75,26.25,5.5,2024-03-25 08:00:00,2024-03-25 08:00:00
2114,3,85,2.2333771487142484,20.5,10.25,28.75,5.7,2024-03-25 12:00:00,2024-03-25 12:00:00
2115,3,85,3.055577669402431,23.5,11.75,31.25,5.5,2024-03-25 16:00:00,2024-03-25 16:00:00
2116,4,85,2.689615391274067,11.5,5.75,21.25,5.5,2024-03-25 00:00:00,2024-03-25 00:00:00
2117,4,85,3.3215738473323033,14.5,7.25,23.75,5.7,2024-03-25 04:00:00,2024-03-25 04:00:00
2118,4,85,3.0954009991646503,17.5,8.75,26.25,5.5,2024-03-25 08:00:00,2024-03-25 08:00:00
2119,4,85,2.3510718708934184,20.5,10.25,28.75,5.7,2024-03-25 12:00:00,2024-03-25 12:00:00
2120,4,85,2.9577802797513786,23.5,11.75,31.25,5.5,2024-03-25 16:00:00,2024-03-25 16:00:00
2121,5,85,3.45381082245674,11.5,5.75,21.25,5.5,2024-03-25 00:00:00,2024-03-25 00:00:00
2122,5,85,2.1264328369840606,14.5,7.25,23.75,5.7,2024-03-25 04:00:00,2024-03-25 04:00:00
2123,5,85,3.2502935623388667,17.5,8.75,26.25,5.5,2024-03-25 08:00:00,2024-03-25 08:00:00
2124,5,85,3.3384917330870425,20.5,10.25,28.75,5.7,2024-03-25 12:00:00,2024-03-25 12:00:00
2125,5,85,2.1478804194446526,23.5,11.75,31.25,5.5,2024-03-25 16:00:00,2024-03-25 16:00:00
2126,1,86,2.055372953365907,11.5,5.75,21.25,5.5,2024-03-26 00:00:00,2024-03-26 00:00:00
2127,1,86,3.1193068544024944,14.5,7.25,23.75,5.7,2024-03-26 04:00:00,2024-03-26 04:00:00
2128,1,86,2.6844658194217237,17.5,8.75,26.25,5.5,2024-03-26 08:00:00,2024-03-26 08:00:00
2129,1,86,3.2994623299165626,20.5,10.25,28.75,5.7,2024-03-26 12:00:00,2024-03-26 12:00:00
2130,1,86,2.9574523861239967,23.5,11.75,31.25,5.5,2024-03-26 16:00:00,2024-03-26 16:00:00
2131,2,86,3.025303141798913,11.5,5.75,21.25,5.5,2024-03-26 00:00:00,2024-03-26 00:00:00
2132,2,86,2.8030881143317767,14.5,7.25,23.75,5.7,2024-03-26 04:00:00,2024-03-26 04:00:00
2133,2,86,2.108957704631246,17.5,8.75,26.25,5.5,2024-03-26 08:00:00,2024-03-26 08:00:00
2134,2,86,2.72085868080515,20.5,10.25,28.75,5.7,2024-03-26 12:00:00,2024-03-26 12:00:00
2135,2,86,2.6756141649945553,23.5,11.75,31.25,5.5,2024-03-26 16:00:00,2024-03-26 16:00:00
2136,3,86,2.1384596498106996,11.5,5.75,21.25,5.5,2024-03-26 00:00:00,2024-03-26 00:00:00
2137,3,86,3.332098184025558,14.5,7.25,23.75,5.7,2024-03-26 04:00:00,2024-03-26 04:00:00
2138,3,86,2.4303525815733953,17.5,8.75,26.25,5.5,2024-03-26 08:00:00,2024-03-26 08:00:00
2139,3,86,2.6594840465028775,20.5,10.25,28.75,5.7,2024-03-26 12:00:00,2024-03-26 12:00:00
2140,3,86,2.3936100650034455,23.5,11.75,31.25,5.5,2024-03-26 16:00:00,2024-03-26 16:00:00
2141,4,86,2.7292031589277865,11.5,5.75,21.25,5.5,2024-03-26 00:00:00,2024-03-26 00:00:00
2142,4,86,2.3542817886295433,14.5,7.25,23.75,5.7,2024-03-26 04:00:00,2024-03-26 04:00:00
2143,4,86,2.373218489046699,17.5,8.75,26.25,5.5,2024-03-26 08:00:00,2024-03-26 08:00:00
2144,4,86,2.271553119300669,20.5,10.25,28.75,5.7,2024-03-26 12:00:00,2024-03-26 12:00:00
2145,4,86,2.656831675868931,23.5,11.75,31.25,5.5,2024-03-26 16:00:00,2024-03-26 16:00:00
2146,5,86,2.0578650825536298,11.5,5.75,21.25,5.5,2024-03-26 00:00:00,2024-03-26 00:00:00
2147,5,86,2.342024563739913,14.5,7.25,23.75,5.7,2024-03-26 04:00:00,2024-03-26 04:00:00
2148,5,86,2.049576595668593,17.5,8.75,26.25,5.5,2024-03-26 08:00:00,2024-03-26 08:00:00
2149,5,86,3.0409258035057998,20.5,10.25,28.75,5.7,2024-03-26 12:00:00,2024-03-26 12:00:00
2150,5,86,2.418503772069612,23.5,11.75,31.25,5.5,2024-03-26 16:00:00,2024-03-26 16:00:00
2151,1,87,3.0305841220620007,11.5,5.75,21.25,5.5,2024-03-27 00:00:00,2024-03-27 00:00:00
2152,1,87,2.642308877315072,14.5,7.25,23.75,5.7,2024-03-27 04:00:00,2024-03-27 04:00:00
2153,1,87,3.2712146746337982,17.5,8.75,26.25,5.5,2024-03-27 08:00:00,2024-03-27 08:00:00
2154,1,87,2.3702786630702852,20.5,10.25,28.75,5.7,2024-03-27 12:00:00,2024-03-27 12:00:00
2155,1,87,2.011809297551338,23.5,11.75,31.25,5.5,2024-03-27 16:00:00,2024-03-27 16:00:00
2156,2,87,2.0140870285928227,11.5,5.75,21.25,5.5,2024-03-27 00:00:00,2024-03-27 00:00:00
2157,2,87,3.4043442604894403,14.5,7.25,23.75,5.7,2024-03-27 04:00:00,2024-03-27 04:00:00
2158,2,87,2.9024419255056024,17.5,8.75,26.25,5.5,2024-03-27 08:00:00,2024-03-27 08:00:00
2159,2,87,2.6646850682547716,20.5,10.25,28.75,5.7,2024-03-27 12:00:00,2024-03-27 12:00:00
2160,2,87,3.39661865231735,23.5,11.75,31.25,5.5,2024-03-27 16:00:00,2024-03-27 16:00:00
2161,3,87,2.969528371612768,11.5,5.75,21.25,5.5,2024-03-27 00:00:00,2024-03-27 00:00:00
2162,3,87,2.622615843835419,14.5,7.25,23.75,5.7,2024-03-27 04:00:00,2024-03-27 04:00:00
2163,3,87,3.393736534123424,17.5,8.75,26.25,5.5,2024-03-27 08:00:00,2024-03-27 08:00:00
2164,3,87,2.982287465424815,20.5,10.25,28.75,5.7,2024-03-27 12:00:00,2024-03-27 12:00:00
2165,3,87,2.1798853902785575,23.5,11.75,31.25,5.5,2024-03-27 16:00:00,2024-03-27 16:00:00
2166,4,87,2.1762247089401994,11.5,5.75,21.25,5.5,2024-03-27 00:00:00,2024-03-27 00:00:00
2167,4,87,3.270911708692367,14.5,7.25,23.75,5.7,2024-03-27 04:00:00,2024-03-27 04:00:00
2168,4,87,2.688931074655236,17.5,8.75,26.25,5.5,2024-03-27 08:00:00,2024-03-27 08:00:00
2169,4,87,2.90376921278067,20.5,10.25,28.75,5.7,2024-03-27 12:00:00,2024-03-27 12:00:00
2170,4,87,2.9083456891517003,23.5,11.75,31.25,5.5,2024-03-27 16:00:00,2024-03-27 16:00:00
2171,5,87,2.5371602840936536,11.5,5.75,21.25,5.5,2024-03-27 00:00:00,2024-03-27 00:00:00
2172,5,87,2.3677219915916936,14.5,7.25,23.75,5.7,2024-03-27 04:00:00,2024-03-27 04:00:00
2173,5,87,3.173337211967312,17.5,8.75,26.25,5.5,2024-03-27 08:00:00,2024-03-27 08:00:00
2174,5,87,3.1075077182645217,20.5,10.25,28.75,5.7,2024-03-27 12:00:00,2024-03-27 12:00:00
2175,5,87,2.679544942874611,23.5,11.75,31.25,5.5,2024-03-27 16:00:00,2024-03-27 16:00:00
2176,1,88,3.493660896146052,11.5,5.75,21.25,5.5,2024-03-28 00:00:00,2024-03-28 00:00:00
2177,1,88,2.276540099086831,14.5,7.25,23.75,5.7,2024-03-28 04:00:00,2024-03-28 04:00:00
2178,1,88,2.9723990950533645,17.5,8.75,26.25,5.5,2024-03-28 08:00:00,2024-03-28 08:00:00
2179,1,88,2.1724668468340695,20.5,10.25,28.75,5.7,2024-03-28 12:00:00,2024-03-28 12:00:00
2180,1,88,2.373708799308919,23.5,11.75,31.25,5.5,2024-03-28 16:00:00,2024-03-28 16:00:00
2181,2,88,2.476797439820979,11.5,5.75,21.25,5.5,2024-03-28 00:00:00,2024-03-28 00:00:00
2182,2,88,2.4401134141101353,14.5,7.25,23.75,5.7,2024-03-28 04:00:00,2024-03-28 04:00:00
2183,2,88,2.006159088351902,17.5,8.75,26.25,5.5,2024-03-28 08:00:00,2024-03-28 08:00:00
2184,2,88,2.0784033436432474,20.5,10.25,28.75,5.7,2024-03-28 12:00:00,2024-03-28 12:00:00
2185,2,88,3.309604397210072,23.5,11.75,31.25,5.5,2024-03-28 16:00:00,2024-03-28 16:00:00
2186,3,88,2.215578294046964,11.5,5.75,21.25,5.5,2024-03-28 00:00:00,2024-03-28 00:00:00
2187,3,88,2.6501610411843926,14.5,7.25,23.75,5.7,2024-03-28 04:00:00,2024-03-28 04:00:00
2188,3,88,2.564641506379982,17.5,8.75,26.25,5.5,2024-03-28 08:00:00,2024-03-28 08:00:00
2189,3,88,3.3469630177330654,20.5,10.25,28.75,5.7,2024-03-28 12:00:00,2024-03-28 12:00:00
2190,3,88,2.9214658309847383,23.5,11.75,31.25,5.5,2024-03-28 16:00:00,2024-03-28 16:00:00
2191,4,88,2.1061450763031475,11.5,5.75,21.25,5.5,2024-03-28 00:00:00,2024-03-28 00:00:00
2192,4,88,2.622322240253194,14.5,7.25,23.75,5.7,2024-03-28 04:00:00,2024-03-28 04:00:00
2193,4,88,2.359846585856154,17.5,8.75,26.25,5.5,2024-03-28 08:00:00,2024-03-28 08:00:00
2194,4,88,2.598859438438203,20.5,10.25,28.75,5.7,2024-03-28 12:00:00,2024-03-28 12:00:00
2195,4,88,3.1638031962265383,23.5,11.75,31.25,5.5,2024-03-28 16:00:00,2024-03-28 16:00:00
2196,5,88,2.1706487817616114,11.5,5.75,21.25,5.5,2024-03-28 00:00:00,2024-03-28 00:00:00
2197,5,88,2.137740076067792,14.5,7.25,23.75,5.7,2024-03-28 04:00:00,2024-03-28 04:00:00
2198,5,88,3.4796653326899,17.5,8.75,26.25,5.5,2024-03-28 08:00:00,2024-03-28 08:00:00
2199,5,88,2.1024195952048723,20.5,10.25,28.75,5.7,2024-03-28 12:00:00,2024-03-28 12:00:00
2200,5,88,2.7683634829342108,23.5,11.75,31.25,5.5,2024-03-28 16:00:00,2024-03-28 16:00:00
2201,1,89,2.9722787125517156,11.5,5.75,21.25,5.5,2024-03-29 00:00:00,2024-03-29 00:00:00
2202,1,89,3.485713410061511,14.5,7.25,23.75,5.7,2024-03-29 04:00:00,2024-03-29 04:00:00
2203,1,89,3.4601040939711334,17.5,8.75,26.25,5.5,2024-03-29 08:00:00,2024-03-29 08:00:00
2204,1,89,3.3503193740297132,20.5,10.25,28.75,5.7,2024-03-29 12:00:00,2024-03-29 12:00:00
2205,1,89,3.0111571081017887,23.5,11.75,31.25,5.5,2024-03-29 16:00:00,2024-03-29 16:00:00
2206,2,89,3.2910293669634436,11.5,5.75,21.25,5.5,2024-03-29 00:00:00,2024-03-29 00:00:00
2207,2,89,3.243695372416858,14.5,7.25,23.75,5.7,2024-03-29 04:00:00,2024-03-29 04:00:00
2208,2,89,3.424701058266435,17.5,8.75,26.25,5.5,2024-03-29 08:00:00,2024-03-29 08:00:00
2209,2,89,2.947742960223634,20.5,10.25,28.75,5.7,2024-03-29 12:00:00,2024-03-29 12:00:00
2210,2,89,2.304617710919562,23.5,11.75,31.25,5.5,2024-03-29 16:00:00,2024-03-29 16:00:00
2211,3,89,2.8508828939864643,11.5,5.75,21.25,5.5,2024-03-29 00:00:00,2024-03-29 00:00:00
2212,3,89,2.244111328466313,14.5,7.25,23.75,5.7,2024-03-29 04:00:00,2024-03-29 04:00:00
2213,3,89,2.4575373582676994,17.5,8.75,26.25,5.5,2024-03-29 08:00:00,2024-03-29 08:00:00
2214,3,89,2.604002269903721,20.5,10.25,28.75,5.7,2024-03-29 12:00:00,2024-03-29 12:00:00
2215,3,89,2.6423468837041444,23.5,11.75,31.25,5.5,2024-03-29 16:00:00,2024-03-29 16:00:00
